mod_request_id,item_id,seller_id,title,description,category_id,attributes,ts,model_version
103,431,234,Foxly товары для дома компактный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Foxly"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""M"",""warranty_months"":24}",2025-12-29T12:28:18+00:00,moderation_v1
104,788,150,Volna кофеварки практичный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Volna"",""color"":""серый"",""material"":""пластик"",""size"":""L"",""warranty_months"":12}",2026-01-12T01:09:13+00:00,moderation_v1
105,735,67,Aster обувь эргономичный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""Aster"",""color"":""белый"",""material"":""металл"",""size"":""XS"",""warranty_months"":12}",2026-01-16T08:48:56+00:00,moderation_v1
106,1142,250,Lira товары для дома премиальный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Lira"",""color"":""белый"",""material"":""комбинированный"",""size"":""L"",""warranty_months"":24}",2026-02-27T08:08:14+00:00,moderation_v1
107,403,138,Vertex смартфоны надежный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Vertex"",""color"":""зеленый"",""material"":""комбинированный"",""size"":""M"",""warranty_months"":18}",2026-02-19T17:35:44+00:00,moderation_v1
108,197,116,Lira игровые мыши надежный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Lira"",""color"":""зеленый"",""material"":""керамика"",""size"":""M"",""warranty_months"":18}",2026-02-23T10:20:27+00:00,moderation_v1
109,712,148,MobiPro клавиатуры универсальный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""MobiPro"",""color"":""зеленый"",""material"":""пластик"",""size"":""M"",""warranty_months"":12}",2026-02-11T03:49:18+00:00,moderation_v1
110,1020,212,Brisk ноутбуки эргономичный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Brisk"",""color"":""белый"",""material"":""металл"",""size"":""XL"",""warranty_months"":12}",2026-02-11T03:06:50+00:00,moderation_v1
111,1187,228,NordLine ноутбуки надежный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""NordLine"",""color"":""синий"",""material"":""металл"",""size"":""XS"",""warranty_months"":12}",2026-01-17T03:42:11+00:00,moderation_v5
112,331,198,Volna косметика надежный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Volna"",""color"":""черный"",""material"":""металл"",""size"":""M"",""warranty_months"":12}",2025-12-17T14:50:47+00:00,moderation_v1
113,95,180,PixelWay игровые мыши премиальный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""PixelWay"",""color"":""зеленый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":12}",2026-02-17T22:18:37+00:00,moderation_v6
114,362,8,NordLine смарт-часы компактный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""NordLine"",""color"":""зеленый"",""material"":""текстиль"",""size"":""S"",""warranty_months"":12}",2026-02-24T17:39:36+00:00,moderation_v1
115,230,191,Lumen наушники компактный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Lumen"",""color"":""серый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":24}",2026-03-01T01:34:18+00:00,moderation_v1
116,950,243,Crafto детские товары надежный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""Crafto"",""color"":""зеленый"",""material"":""керамика"",""size"":""L"",""warranty_months"":24}",2026-02-10T08:13:27+00:00,moderation_v1
117,479,239,Orion товары для дома практичный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Orion"",""color"":""зеленый"",""material"":""пластик"",""size"":""XL"",""warranty_months"":12}",2026-01-29T03:52:25+00:00,moderation_v1
118,763,182,UrbanFit одежда премиальный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""UrbanFit"",""color"":""синий"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":12}",2026-01-28T20:57:57+00:00,moderation_v1
119,752,131,NordLine смарт-часы современный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""NordLine"",""color"":""черный"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":6}",2026-02-05T10:01:28+00:00,moderation_v3
120,150,6,NordLine игровые мыши премиальный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""NordLine"",""color"":""красный"",""material"":""металл"",""size"":""XS"",""warranty_months"":18}",2026-01-10T08:30:05+00:00,moderation_v1
121,1110,138,CleverBee наушники эргономичный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""CleverBee"",""color"":""белый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":24}",2026-02-25T16:45:52+00:00,moderation_v2
122,1166,204,CleverBee кухонная техника эргономичный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""CleverBee"",""color"":""бежевый"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":18}",2026-01-30T09:33:30+00:00,moderation_v1
123,144,184,PixelWay косметика современный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""PixelWay"",""color"":""серый"",""material"":""комбинированный"",""size"":""M"",""warranty_months"":12}",2026-02-28T03:51:04+00:00,moderation_v1
124,454,194,Foxly обувь универсальный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""Foxly"",""color"":""черный"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":18}",2026-02-16T06:31:23+00:00,moderation_v1
125,96,117,Futura мониторы надежный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Futura"",""color"":""бежевый"",""material"":""металл"",""size"":""XL"",""warranty_months"":24}",2025-12-12T23:41:57+00:00,moderation_v1
126,385,165,PrimeTech наушники современный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""PrimeTech"",""color"":""черный"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":24}",2026-02-07T13:40:33+00:00,moderation_v1
127,940,98,Neonix автоаксессуары компактный,"Автоаксессуары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",21,"{""brand"":""Neonix"",""color"":""серый"",""material"":""пластик"",""size"":""M"",""warranty_months"":6}",2026-01-25T07:45:53+00:00,moderation_v1
128,906,88,Terra книги современный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Terra"",""color"":""черный"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":24}",2026-01-01T21:05:15+00:00,moderation_v1
129,275,77,PixelWay садовая техника лёгкий,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""PixelWay"",""color"":""белый"",""material"":""текстиль"",""size"":""S"",""warranty_months"":24}",2025-12-09T06:06:15+00:00,moderation_v1
130,764,195,UrbanFit косметика лёгкий,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""UrbanFit"",""color"":""красный"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":12}",2026-02-06T14:22:28+00:00,moderation_v1
131,341,240,Optima кофеварки надежный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Optima"",""color"":""белый"",""material"":""металл"",""size"":""XS"",""warranty_months"":6}",2025-12-19T08:23:25+00:00,moderation_v1
132,238,98,Futura посуда лёгкий,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""Futura"",""color"":""белый"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":18}",2026-02-18T01:29:42+00:00,moderation_v5
133,432,41,UrbanFit обувь надежный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""UrbanFit"",""color"":""синий"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":12}",2026-01-09T16:29:44+00:00,moderation_v1
134,846,247,AquaLeaf детские товары практичный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""AquaLeaf"",""color"":""серый"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":24}",2026-02-03T04:58:35+00:00,moderation_v1
135,118,35,PixelWay книги надежный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""PixelWay"",""color"":""черный"",""material"":""пластик"",""size"":""XL"",""warranty_months"":12}",2025-12-28T02:53:54+00:00,moderation_v1
136,986,144,Volna игровые мыши современный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Volna"",""color"":""черный"",""material"":""металл"",""size"":""XL"",""warranty_months"":18}",2026-02-03T12:52:48+00:00,moderation_v1
137,586,226,Rivex кухонная техника компактный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Rivex"",""color"":""черный"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":18}",2026-01-30T00:02:56+00:00,moderation_v1
138,875,213,Lumen косметика универсальный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Lumen"",""color"":""серый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":6}",2026-02-06T16:23:54+00:00,moderation_v1
139,26,245,SilverBox планшеты компактный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""SilverBox"",""color"":""красный"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":24}",2026-01-14T08:31:43+00:00,moderation_v1
140,413,227,Brisk одежда лёгкий,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""Brisk"",""color"":""зеленый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":12}",2026-02-01T21:59:09+00:00,moderation_v1
141,1086,12,NordLine клавиатуры компактный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""NordLine"",""color"":""черный"",""material"":""текстиль"",""size"":""M"",""warranty_months"":24}",2026-02-15T16:16:58+00:00,moderation_v1
142,787,189,MobiPro наушники премиальный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""MobiPro"",""color"":""зеленый"",""material"":""пластик"",""size"":""XL"",""warranty_months"":6}",2026-02-28T22:43:04+00:00,moderation_v1
143,1014,237,HomeArt спорттовары эргономичный,"Спорттовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",20,"{""brand"":""HomeArt"",""color"":""бежевый"",""material"":""металл"",""size"":""M"",""warranty_months"":6}",2026-01-01T17:07:14+00:00,moderation_v1
144,736,148,UrbanFit инструменты универсальный,"Инструменты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",24,"{""brand"":""UrbanFit"",""color"":""бежевый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":12}",2025-12-23T18:42:38+00:00,moderation_v1
145,661,45,Foxly инструменты премиальный,"Инструменты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",24,"{""brand"":""Foxly"",""color"":""серый"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":12}",2026-02-15T23:24:50+00:00,moderation_v2
146,470,101,PrimeTech наушники практичный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""PrimeTech"",""color"":""черный"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":24}",2026-02-02T00:38:31+00:00,moderation_v1
147,1020,212,Orion ноутбуки универсальный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Orion"",""color"":""синий"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":6}",2025-12-07T22:25:55+00:00,moderation_v2
148,680,121,MobiPro зоотовары надежный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""MobiPro"",""color"":""серый"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":18}",2026-02-09T10:00:05+00:00,moderation_v1
149,144,184,Rivex косметика надежный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Rivex"",""color"":""бежевый"",""material"":""керамика"",""size"":""M"",""warranty_months"":12}",2026-01-17T00:23:55+00:00,moderation_v3
150,669,179,PrimeTech спорттовары премиальный,"Спорттовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",20,"{""brand"":""PrimeTech"",""color"":""красный"",""material"":""металл"",""size"":""L"",""warranty_months"":24}",2025-12-31T06:12:18+00:00,moderation_v5
151,624,168,Brisk игровые мыши современный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Brisk"",""color"":""белый"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":12}",2026-02-16T10:28:54+00:00,moderation_v1
152,693,246,Vertex пылесосы современный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""Vertex"",""color"":""бежевый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":18}",2025-12-08T07:12:07+00:00,moderation_v5
153,171,115,Orion посуда практичный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""Orion"",""color"":""зеленый"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":24}",2025-12-02T10:59:00+00:00,moderation_v1
154,868,222,NordLine обувь премиальный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""NordLine"",""color"":""красный"",""material"":""пластик"",""size"":""XL"",""warranty_months"":12}",2026-01-11T11:52:26+00:00,moderation_v1
155,135,108,Rivex кухонная техника эргономичный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Rivex"",""color"":""серый"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":12}",2026-01-26T14:34:34+00:00,moderation_v1
156,998,41,UrbanFit смартфоны надежный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""UrbanFit"",""color"":""синий"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":24}",2026-01-07T06:04:24+00:00,moderation_v2
157,859,110,MobiPro детские товары современный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""MobiPro"",""color"":""черный"",""material"":""комбинированный"",""size"":""M"",""warranty_months"":24}",2025-12-09T19:34:14+00:00,moderation_v1
158,1183,28,Orion кофеварки компактный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Orion"",""color"":""красный"",""material"":""комбинированный"",""size"":""M"",""warranty_months"":24}",2026-01-08T16:36:55+00:00,moderation_v1
159,387,57,NordLine товары для дома эргономичный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""NordLine"",""color"":""белый"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":24}",2025-12-16T16:07:09+00:00,moderation_v1
160,409,44,PrimeTech ноутбуки современный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""PrimeTech"",""color"":""черный"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":6}",2025-12-11T08:29:43+00:00,moderation_v3
161,340,51,Aster зоотовары практичный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""Aster"",""color"":""бежевый"",""material"":""металл"",""size"":""L"",""warranty_months"":24}",2026-01-24T02:44:52+00:00,moderation_v1
162,726,72,Brisk кофеварки практичный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Brisk"",""color"":""синий"",""material"":""пластик"",""size"":""XS"",""warranty_months"":6}",2025-12-08T17:49:09+00:00,moderation_v1
163,388,112,Lumen смартфоны лёгкий,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Lumen"",""color"":""красный"",""material"":""текстиль"",""size"":""L"",""warranty_months"":24}",2026-01-23T02:19:13+00:00,moderation_v1
164,474,232,TrueSound пылесосы премиальный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""TrueSound"",""color"":""черный"",""material"":""металл"",""size"":""M"",""warranty_months"":6}",2025-12-13T20:09:57+00:00,moderation_v1
165,38,212,Lira посуда надежный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""Lira"",""color"":""белый"",""material"":""металл"",""size"":""M"",""warranty_months"":24}",2026-02-07T22:15:36+00:00,moderation_v1
166,893,220,HomeArt наушники надежный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""HomeArt"",""color"":""белый"",""material"":""металл"",""size"":""L"",""warranty_months"":24}",2025-12-24T16:32:38+00:00,moderation_v1
167,386,135,MobiPro игровые мыши надежный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""MobiPro"",""color"":""красный"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":6}",2026-02-07T19:32:58+00:00,moderation_v1
168,214,116,CleverBee смарт-часы современный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""CleverBee"",""color"":""серый"",""material"":""текстиль"",""size"":""M"",""warranty_months"":12}",2025-12-31T19:30:02+00:00,moderation_v1
169,637,104,Optima посуда компактный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""Optima"",""color"":""красный"",""material"":""керамика"",""size"":""XS"",""warranty_months"":18}",2026-02-10T18:14:36+00:00,moderation_v5
170,971,115,Rivex косметика практичный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Rivex"",""color"":""черный"",""material"":""пластик"",""size"":""M"",""warranty_months"":18}",2026-02-25T12:59:17+00:00,moderation_v1
171,42,224,Terra кофеварки современный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Terra"",""color"":""белый"",""material"":""металл"",""size"":""L"",""warranty_months"":24}",2025-12-31T04:56:54+00:00,moderation_v1
172,791,84,Vertex кухонная техника современный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Vertex"",""color"":""бежевый"",""material"":""металл"",""size"":""XL"",""warranty_months"":18}",2026-02-05T02:16:44+00:00,moderation_v1
173,260,60,MobiPro обувь практичный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""MobiPro"",""color"":""серый"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":12}",2026-02-05T12:30:41+00:00,moderation_v1
174,248,191,CleverBee планшеты компактный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""CleverBee"",""color"":""бежевый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":24}",2025-12-30T19:16:42+00:00,moderation_v1
175,629,57,AquaLeaf наушники премиальный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""AquaLeaf"",""color"":""синий"",""material"":""керамика"",""size"":""XS"",""warranty_months"":18}",2026-01-19T20:57:45+00:00,moderation_v4
176,387,57,Crafto товары для дома универсальный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Crafto"",""color"":""синий"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":6}",2025-12-28T18:50:00+00:00,moderation_v1
177,22,108,Orion садовая техника универсальный,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""Orion"",""color"":""серый"",""material"":""керамика"",""size"":""M"",""warranty_months"":18}",2025-12-15T23:03:17+00:00,moderation_v1
178,1131,84,PrimeTech посуда эргономичный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""PrimeTech"",""color"":""черный"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":24}",2026-02-04T19:20:34+00:00,moderation_v6
179,219,186,NordLine кухонная техника лёгкий,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""NordLine"",""color"":""черный"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":12}",2026-01-21T06:31:40+00:00,moderation_v1
180,534,224,Lumen автоаксессуары надежный,"Автоаксессуары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",21,"{""brand"":""Lumen"",""color"":""красный"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":24}",2026-02-16T17:56:13+00:00,moderation_v1
181,914,109,Volna пылесосы практичный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""Volna"",""color"":""зеленый"",""material"":""пластик"",""size"":""M"",""warranty_months"":6}",2026-01-03T06:12:31+00:00,moderation_v1
182,475,147,Crafto игровые мыши компактный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Crafto"",""color"":""белый"",""material"":""керамика"",""size"":""M"",""warranty_months"":24}",2026-02-17T11:31:32+00:00,moderation_v3
183,179,242,TrueSound автоаксессуары лёгкий,"Автоаксессуары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",21,"{""brand"":""TrueSound"",""color"":""черный"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":24}",2026-01-05T05:25:58+00:00,moderation_v4
184,942,140,Lira обувь премиальный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""Lira"",""color"":""серый"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":18}",2025-12-17T12:19:38+00:00,moderation_v1
185,1097,158,Brisk смартфоны надежный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Brisk"",""color"":""серый"",""material"":""керамика"",""size"":""L"",""warranty_months"":24}",2026-01-25T14:25:04+00:00,moderation_v1
186,972,105,MobiPro пылесосы компактный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""MobiPro"",""color"":""синий"",""material"":""пластик"",""size"":""L"",""warranty_months"":12}",2025-12-15T16:10:17+00:00,moderation_v1
187,117,238,Vertex мониторы лёгкий,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Vertex"",""color"":""серый"",""material"":""металл"",""size"":""L"",""warranty_months"":18}",2026-02-25T17:21:16+00:00,moderation_v1
188,340,51,CleverBee зоотовары современный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""CleverBee"",""color"":""черный"",""material"":""пластик"",""size"":""L"",""warranty_months"":18}",2026-02-15T21:26:46+00:00,moderation_v1
189,934,230,Volna детские товары эргономичный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""Volna"",""color"":""серый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":12}",2026-01-03T13:53:43+00:00,moderation_v5
190,1120,19,Terra спорттовары надежный,"Спорттовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",20,"{""brand"":""Terra"",""color"":""красный"",""material"":""металл"",""size"":""S"",""warranty_months"":12}",2025-12-26T20:38:25+00:00,moderation_v3
191,1117,133,PrimeTech автоаксессуары современный,"Автоаксессуары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",21,"{""brand"":""PrimeTech"",""color"":""красный"",""material"":""металл"",""size"":""XS"",""warranty_months"":18}",2026-02-22T19:16:45+00:00,moderation_v6
192,873,45,Rivex книги компактный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Rivex"",""color"":""серый"",""material"":""керамика"",""size"":""M"",""warranty_months"":18}",2026-01-22T23:21:20+00:00,moderation_v1
193,813,70,PrimeTech клавиатуры лёгкий,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""PrimeTech"",""color"":""зеленый"",""material"":""пластик"",""size"":""M"",""warranty_months"":12}",2026-01-09T19:08:44+00:00,moderation_v1
194,748,235,MobiPro клавиатуры лёгкий,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""MobiPro"",""color"":""черный"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":18}",2025-12-28T13:07:23+00:00,moderation_v1
195,240,118,CleverBee инструменты универсальный,"Инструменты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",24,"{""brand"":""CleverBee"",""color"":""бежевый"",""material"":""металл"",""size"":""XL"",""warranty_months"":24}",2025-12-11T04:30:42+00:00,moderation_v6
196,830,8,Aster спорттовары современный,"Спорттовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",20,"{""brand"":""Aster"",""color"":""серый"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":24}",2026-02-27T05:33:40+00:00,moderation_v2
197,1102,251,Rivex рюкзаки эргономичный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""Rivex"",""color"":""белый"",""material"":""металл"",""size"":""L"",""warranty_months"":18}",2026-01-14T14:18:02+00:00,moderation_v1
198,1200,37,Aster обувь современный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""Aster"",""color"":""белый"",""material"":""металл"",""size"":""L"",""warranty_months"":12}",2025-12-04T15:41:13+00:00,moderation_v3
199,376,73,Orion косметика эргономичный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Orion"",""color"":""синий"",""material"":""пластик"",""size"":""XL"",""warranty_months"":12}",2026-01-03T18:53:00+00:00,moderation_v1
200,483,35,UrbanFit клавиатуры надежный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""UrbanFit"",""color"":""серый"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":18}",2026-01-04T21:15:40+00:00,moderation_v4
201,1098,118,Lira ноутбуки надежный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Lira"",""color"":""черный"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":24}",2026-02-12T14:39:27+00:00,moderation_v1
202,1189,250,Vertex инструменты лёгкий,"Инструменты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",24,"{""brand"":""Vertex"",""color"":""белый"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":6}",2025-12-27T06:47:40+00:00,moderation_v1
203,477,84,AquaLeaf обувь премиальный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""AquaLeaf"",""color"":""черный"",""material"":""керамика"",""size"":""XL"",""warranty_months"":24}",2026-02-20T19:13:45+00:00,moderation_v1
204,226,153,Brisk товары для дома премиальный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Brisk"",""color"":""бежевый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":18}",2026-01-27T11:50:09+00:00,moderation_v1
205,325,190,Volna косметика практичный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Volna"",""color"":""черный"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":6}",2026-02-28T09:19:03+00:00,moderation_v1
